Participant,Block Design Raw Score,Step,Chest Distance,HeadCamera Distance,LeftElbow Distance,LeftShoulder Distance,MotionControllerLeft Distance,MotionControllerRight Distance,RightElbow Distance,RightShoulder Distance
C002,28,Add Sugar ,1219.6165587903404,1523.9254045418168,2250.3256274022724,1662.4241184865348,2844.6362202134605,3298.1538060401535,2615.4835617717367,1900.866426210884
C002,28,Add apples to pan,435.10792831730384,624.8051101244564,705.8019709317805,563.8930216878508,947.8401278915748,2663.3915499913346,1870.306192605488,1190.4120908632353
C002,28,Add bottom crust,53.273302403583656,88.1837064381038,143.509745694005,106.38033172628744,197.19137493072878,228.82995629993835,168.5224062183404,127.49636294863296
C002,28,Add butter,137.42635495212988,194.9281984464309,106.50010935940756,127.64897764978761,146.0916742190672,589.9899803022117,508.08044467671783,347.6158390600934
C002,28,Add cinnamon,176.54336992764962,222.53884774477066,255.32818628064678,240.09852972448283,281.45225944196994,598.823082670247,455.59186730338865,358.3205535768275
C002,28,Add crust top,360.3158442863462,491.3584039447713,774.073914231561,600.7471539235569,961.9730689136277,1211.884443741808,931.091522918139,717.3211840956283
C002,28,Add water,329.64714767530813,502.9215137563982,505.8838018432504,423.66125221314957,728.4002574900742,1309.6778172680138,1045.1731954534307,704.8948746905357
C002,28,Post last step,215.68543263562572,383.7366419090953,150.476130874482,220.9613611637804,177.61848444109683,549.6104623290332,517.0437015084569,489.16168061334025
C002,28,Pour syrup,107.38309094837038,128.37508372015174,97.67214754028235,96.61070486511906,134.67914171714878,415.80549808358137,345.3841351715655,325.0813982544284
C002,28,Put pie in oven,396.8395224568004,588.9722121415545,633.8134987518415,577.0853518111053,694.7807653220148,1206.7688428930405,904.7896291588745,804.099360512708
C002,28,Stir bowl,108.49913303848126,171.2171287186164,146.5925920549345,129.22180031604367,190.5836348744852,801.8695946976858,590.1566299413025,441.60697792069215
C004,30,Add Sugar ,834.6340755186393,1270.300472906828,1794.529045628614,1250.3819082552513,2174.3065529756705,1572.6538020133153,1121.9668854703423,875.3403856071546
